Table Name,Field Name,Dataset Name
dimLocation,Region,CRP - HS_Weekly_Metrics
dimLocation,Market,CRP - HS_Weekly_Metrics
dimLocation,MarketPresident,CRP - HS_Weekly_Metrics
dimLocation,Specialty_Group,CRP - HS_Weekly_Metrics
dimLocation,StateAbbrev,CRP - HS_Weekly_Metrics
dimLocation,State,CRP - HS_Weekly_Metrics
dimLocation,StartDate,CRP - HS_Weekly_Metrics
dimLocation,EndDate,CRP - HS_Weekly_Metrics
dimLocation,IsPrac_00_22,CRP - HS_Weekly_Metrics
dimLocation,IsPrac_11_22,CRP - HS_Weekly_Metrics
dimLocation,IsHS_Topside,CRP - HS_Weekly_Metrics
dimLocation,Prac00_22andTopsideHS,CRP - HS_Weekly_Metrics
dimLocation,Prac11_22andTopsideHS,CRP - HS_Weekly_Metrics
dimLocation,IsGA,CRP - HS_Weekly_Metrics
dimLocation,SameUnitStatus_R12,CRP - HS_Weekly_Metrics
dimLocation,IsTelehealth,CRP - HS_Weekly_Metrics
dimLocation,HasBDModel,CRP - HS_Weekly_Metrics
dimLocation,HospCode,CRP - HS_Weekly_Metrics
dimLocation,FilterPracticeID,CRP - HS_Weekly_Metrics
dimLocation,Market_EDW,CRP - HS_Weekly_Metrics
dimLocation,Market_Edit,CRP - HS_Weekly_Metrics
dimLocation,IsOverhead,CRP - HS_Weekly_Metrics
dimLocation,LocationFilter,CRP - HS_Weekly_Metrics
dimLocation,LocationFilter_Expanded,CRP - HS_Weekly_Metrics
dimLocation,Region_EDW,CRP - HS_Weekly_Metrics
dimLocation,Practice_Merge,CRP - HS_Weekly_Metrics
dimPayers,Payer_ID,CRP - HS_Weekly_Metrics
dimPayers,Contract_ID,CRP - HS_Weekly_Metrics
dimPayers,Contract_Payer_ID,CRP - HS_Weekly_Metrics
dimPayers,Contract_Affiliates_ID,CRP - HS_Weekly_Metrics
dimPayers,Payer_Code,CRP - HS_Weekly_Metrics
dimPayers,Contract_Code,CRP - HS_Weekly_Metrics
dimPayers,Payer_Effective_Date,CRP - HS_Weekly_Metrics
dimPayers,Payer_Termination_Date,CRP - HS_Weekly_Metrics
dimPayers,Compensation_Start_Date,CRP - HS_Weekly_Metrics
dimPayers,Contract_Effective_Date,CRP - HS_Weekly_Metrics
dimPayers,Contract_Termination_Date,CRP - HS_Weekly_Metrics
dimPayers,Compensation_End_Date,CRP - HS_Weekly_Metrics
dimPayers,Product_Effective_Date,CRP - HS_Weekly_Metrics
dimPayers,Product_Termination_Date,CRP - HS_Weekly_Metrics
dimPayers,Expected_Comp_Start_Date,CRP - HS_Weekly_Metrics
dimPayers,Expected_Comp_End_Date,CRP - HS_Weekly_Metrics
dimPayers,Payer_Name,CRP - HS_Weekly_Metrics
dimPayers,Payer_Alias_Name,CRP - HS_Weekly_Metrics
dimPayers,Contract_Name,CRP - HS_Weekly_Metrics
dimPayers,Entity_Name,CRP - HS_Weekly_Metrics
dimPayers,Contract_Affiliate_Name,CRP - HS_Weekly_Metrics
dimPayers,Payer_Financial_Class_Code,CRP - HS_Weekly_Metrics
dimPayers,Payer_Class_Code,CRP - HS_Weekly_Metrics
dimPayers,Payer_Network_Code,CRP - HS_Weekly_Metrics
dimPayers,Payer_Product_Code,CRP - HS_Weekly_Metrics
dimPayers,Major_Payer_Code,CRP - HS_Weekly_Metrics
dimPayers,Payer_Product_Line_Code,CRP - HS_Weekly_Metrics
dimPayers,E_Commerce_Payer_ID,CRP - HS_Weekly_Metrics
dimPayers,Contract_Affiliate_Type_Code,CRP - HS_Weekly_Metrics
dimPayers,Contract_Details,CRP - HS_Weekly_Metrics
dimPayers,Contract_Renewal_Details,CRP - HS_Weekly_Metrics
dimPayers,Entity_Description,CRP - HS_Weekly_Metrics
dimPayers,Product_Details,CRP - HS_Weekly_Metrics
dimPayers,ContractCodeAndName,CRP - HS_Weekly_Metrics
dimPayers,Primary_Reimbursement_Method_Name,CRP - HS_Weekly_Metrics
dimPayers,Secondary_Reimbursement_Method_Name,CRP - HS_Weekly_Metrics
dimPayers,Default_Reimbursement_Method_Name,CRP - HS_Weekly_Metrics
dimPayers,Claim_Type,CRP - HS_Weekly_Metrics
dimPayers,Insurance_Type,CRP - HS_Weekly_Metrics
dimPayers,Primary_Reimbursement_Method_Desc,CRP - HS_Weekly_Metrics
dimPayers,Secondary_Reimbursement_Method_Desc,CRP - HS_Weekly_Metrics
dimPayers,Default_Reimbursement_Method_Desc,CRP - HS_Weekly_Metrics
dimPayers,EntityGroup,CRP - HS_Weekly_Metrics
dimPayers,Contract_State,CRP - HS_Weekly_Metrics
dimPayers,Term_wo_Cause,CRP - HS_Weekly_Metrics
dimPayers,Product_Payment_Remittance,CRP - HS_Weekly_Metrics
dimPayers,Contract_Claim_Filing_Limit,CRP - HS_Weekly_Metrics
dimPayers,Product_Claim_Filing_Limit,CRP - HS_Weekly_Metrics
dimPayers,Appeals_Filing_Limit,CRP - HS_Weekly_Metrics
dimProcedures,Procedure_Code,CRP - HS_Weekly_Metrics
dimProcedures,CPT_Modifier_Code,CRP - HS_Weekly_Metrics
dimProcedures,Procedure_Description,CRP - HS_Weekly_Metrics
dimProcedures,CPT_Modifier_Description,CRP - HS_Weekly_Metrics
dimProcedures,Procedure_Code_Group_Desc,CRP - HS_Weekly_Metrics
dimProcedures,Procedure_Code_Group_Type,CRP - HS_Weekly_Metrics
dimProcedures,Procedure_Code_Group_Type_Desc,CRP - HS_Weekly_Metrics
dimProcedures,ProcedureCodeDescription,CRP - HS_Weekly_Metrics
dimProcedures,CPT_CodeDesc,CRP - HS_Weekly_Metrics
dimProcedures,Standard_Charge,CRP - HS_Weekly_Metrics
dimProcedures,StandardRate_2019,CRP - HS_Weekly_Metrics
dimProcedures,StandardRate_2020,CRP - HS_Weekly_Metrics
dimProcedures,StandardRate_2021,CRP - HS_Weekly_Metrics
dimProcedures,refProcedure,CRP - HS_Weekly_Metrics
dimProcedures,Category_Major,CRP - HS_Weekly_Metrics
dimProcedures,Category_Minor,CRP - HS_Weekly_Metrics
dimSalesForce,HospitalCodeRef,CRP - HS_Weekly_Metrics
dimSalesForce,HospitalCode,CRP - HS_Weekly_Metrics
dimSalesForce,LocationName,CRP - HS_Weekly_Metrics
dimSalesForce,SystemName,CRP - HS_Weekly_Metrics
dimSalesForce,AgreementName,CRP - HS_Weekly_Metrics
dimSalesForce,AgreementNumber,CRP - HS_Weekly_Metrics
dimSalesForce,Region,CRP - HS_Weekly_Metrics
dimSalesForce,City,CRP - HS_Weekly_Metrics
dimSalesForce,State,CRP - HS_Weekly_Metrics
dimSalesForce,SiteCoordinator,CRP - HS_Weekly_Metrics
dimSalesForce,RegionalCoordinator,CRP - HS_Weekly_Metrics
dimSalesForce,RegionalManager,CRP - HS_Weekly_Metrics
dimSalesForce,NumberOfBirths,CRP - HS_Weekly_Metrics
dimSalesForce,NumberOfBirths_2,CRP - HS_Weekly_Metrics
dimSalesForce,CurrentStatus,CRP - HS_Weekly_Metrics
dimSalesForce,Location,CRP - HS_Weekly_Metrics
dimSalesForce,PAU,CRP - HS_Weekly_Metrics
dimSalesForce,MedicalSponsor,CRP - HS_Weekly_Metrics
CBSA,Zip,CRP - Human Resources
CBSA,CBSA,CRP - Human Resources
Date,Year,CRP - Human Resources
Date,Day,CRP - Human Resources
Date,Date,CRP - Human Resources
Date,Quarter,CRP - Human Resources
Date,Q,CRP - Human Resources
Date,Month,CRP - Human Resources
Date,M,CRP - Human Resources
dimLocations_Oracle,Oracle_Mapping,CRP - Human Resources
dimLocations_Oracle,Practice_Description,CRP - Human Resources
dimLocations_Oracle,Practice_Merge,CRP - Human Resources
dimLocations_Oracle,Location_Description,CRP - Human Resources
dimLocations_Oracle,Specialty_Description,CRP - Human Resources
dimLocations_Oracle,Specialty_Group,CRP - Human Resources
dimLocations_Oracle,Division,CRP - Human Resources
dimLocations_Oracle,LocationFilter,CRP - Human Resources
dimLocations_Oracle,Region,CRP - Human Resources
dimLocations_Oracle,Region_EDW,CRP - Human Resources
dimLocations_Oracle,Market,CRP - Human Resources
dimLocations_Oracle,Market_Edit,CRP - Human Resources
dimLocations_Oracle,Market_EDW,CRP - Human Resources
dimLocations_Oracle,State,CRP - Human Resources
dimLocations_Oracle,StateAbbrev,CRP - Human Resources
dimLocations_Oracle,State_Edit,CRP - Human Resources
dimLocations_Oracle,StateAbbrev_Edit,CRP - Human Resources
dimLocations_Oracle,SameUnitStatus_R12,CRP - Human Resources
dimLocations_Oracle,MarketPresident,CRP - Human Resources
dimLocations_Oracle,MarketDirector,CRP - Human Resources
dimLocations_Oracle,Practice_ID,CRP - Human Resources
dimProviders,Name_Last,CRP - Human Resources
dimProviders,Name_First,CRP - Human Resources
dimProviders,Employee_Name,CRP - Human Resources
dimProviders,NPID,CRP - Human Resources
dimProviders,Provider_Type,CRP - Human Resources
dimProviders,Provider_Type_Description,CRP - Human Resources
dimProviders,Specialty_Description,CRP - Human Resources
dimProviders,Professional_Title,CRP - Human Resources
dimProviders,Position_Title,CRP - Human Resources
dimProviders,Employee_Type_Desc,CRP - Human Resources
dimProviders,EmpNum,CRP - Human Resources
dimProviders,EmpNum06,CRP - Human Resources
iCIMS,Requisition_ID,CRP - Human Resources
iCIMS,Posting_Title,CRP - Human Resources
iCIMS,Job_Folder,CRP - Human Resources
iCIMS,Job_Title,CRP - Human Resources
iCIMS,Reason_For_Hire,CRP - Human Resources
iCIMS,Acquisition_Requisition_Onboarding,CRP - Human Resources
iCIMS,Replacing,CRP - Human Resources
iCIMS,Total_Openings,CRP - Human Resources
iCIMS,Category,CRP - Human Resources
iCIMS,Job_Family,CRP - Human Resources
iCIMS,Position_Type,CRP - Human Resources
iCIMS,Clinical_Position_Type,CRP - Human Resources
iCIMS,Type_of_Hire,CRP - Human Resources
iCIMS,Hourly_Salary,CRP - Human Resources
iCIMS,Comments,CRP - Human Resources
iCIMS,Salary_Grade_Hard_Cap,CRP - Human Resources
iCIMS,Min_Salary_Amount,CRP - Human Resources
iCIMS,Min_Salary_Timeframe,CRP - Human Resources
iCIMS,Midpoint_Salary_Amount,CRP - Human Resources
iCIMS,Midpoint_Salary_Timeframe,CRP - Human Resources
iCIMS,Max_Salary_Amount,CRP - Human Resources
iCIMS,Max_Salary_Timeframe,CRP - Human Resources
iCIMS,Hard_Cap_Amount,CRP - Human Resources
iCIMS,Hard_Cap_Timeframe,CRP - Human Resources
iCIMS,Hiring_Manager_ID,CRP - Human Resources
iCIMS,Hiring_Manager,CRP - Human Resources
iCIMS,Primary_Work_Location,CRP - Human Resources
iCIMS,Hiring_Contact,CRP - Human Resources
iCIMS,Recruiter,CRP - Human Resources
iCIMS,Secondary_Recruiter,CRP - Human Resources
iCIMS,Medical_Director,CRP - Human Resources
iCIMS,Sourcing_Contact,CRP - Human Resources
iCIMS,New_Hire_Category,CRP - Human Resources
iCIMS,PAU_Org_Details,CRP - Human Resources
iCIMS,Business_Unit,CRP - Human Resources
iCIMS,Practice,CRP - Human Resources
iCIMS,Created_Date,CRP - Human Resources
iCIMS,Date_Of_Last_Update,CRP - Human Resources
iCIMS,PAU original,CRP - Human Resources
iCIMS,PAU_str,CRP - Human Resources
iCIMS,PAU,CRP - Human Resources
iCIMS,Practice Type,CRP - Human Resources
iCIMS,Practice Type Group,CRP - Human Resources
iCIMS,Market,CRP - Human Resources
iCIMS,Region,CRP - Human Resources
iCIMS,Oracle_Mapping,CRP - Human Resources
iCIMS,Requisitions OLD,CRP - Human Resources
Kronos_Hours_by_LaborAccount,ID,CRP - Human Resources
Kronos_Hours_by_LaborAccount,Name,CRP - Human Resources
Kronos_Hours_by_LaborAccount,PAUNumber,CRP - Human Resources
Kronos_Hours_by_LaborAccount,Pay_Code,CRP - Human Resources
Kronos_Hours_by_LaborAccount,State,CRP - Human Resources
Kronos_Hours_by_LaborAccount,ServiceLine,CRP - Human Resources
Kronos_Hours_by_LaborAccount,Hours,CRP - Human Resources
Kronos_Hours_by_LaborAccount,Date,CRP - Human Resources
Kronos_Hours_by_LaborAccount,PAU_str,CRP - Human Resources
Kronos_Hours_by_LaborAccount,Oracle_Mapping,CRP - Human Resources
Kronos_Hours_by_LaborAccount,refPayrollAccess,CRP - Human Resources
Kronos_Hours_by_LaborAccount,Employees (Kronos),CRP - Human Resources
Pay Code Mapping to GL,Code,CRP - Human Resources
Pay Code Mapping to GL,GL Natural Account,CRP - Human Resources
Pay Code Mapping to GL,Base Segment Code,CRP - Human Resources
Pay Code Mapping to GL,Base Segment,CRP - Human Resources
Pay Code Mapping to GL,Oracle Account,CRP - Human Resources
Pay Code Mapping to GL,Oracle Account Name,CRP - Human Resources
Pay Code Mapping to GL,Parent,CRP - Human Resources
Saratoga Metrics,Metric,CRP - Human Resources
Saratoga Metrics,Metric Formula,CRP - Human Resources
Saratoga Metrics,Year,CRP - Human Resources
Saratoga Metrics,10th,CRP - Human Resources
Saratoga Metrics,25th,CRP - Human Resources
Saratoga Metrics,Median,CRP - Human Resources
Saratoga Metrics,75th,CRP - Human Resources
Saratoga Metrics,90th,CRP - Human Resources
Saratoga Metrics,PwC Guide,CRP - Human Resources
Saratoga Metrics,Type,CRP - Human Resources
Saratoga Metrics,Metric Definition,CRP - Human Resources
Saratoga Metrics,N,CRP - Human Resources
Saratoga Metrics,PDX 2022,CRP - Human Resources
Saratoga Metrics,PDX Notes,CRP - Human Resources
Saratoga Metrics,10th2,CRP - Human Resources
Saratoga Metrics,25th2,CRP - Human Resources
Saratoga Metrics,Median2,CRP - Human Resources
Saratoga Metrics,75th2,CRP - Human Resources
Saratoga Metrics,90th2,CRP - Human Resources
Saratoga Metrics,PDX2,CRP - Human Resources
TenureRangeSort2,Order,CRP - Human Resources
TenureRangeSort2,Tenure Range,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Employee_Number,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Employee_Name,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Employment_Status,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Job,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Disciplinary_Status,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Description,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Supervisor_Name,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Discussion_Date,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Discussion_Details,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Action_Taken,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Company_Code,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Company,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Region_Code,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Region,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Practice_Code,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Practice,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Business_Unit,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Steps_Completed,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Fllow_Up_Steps,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Final_Outcome,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Follow_Up_Date,CRP - Human Resources
UltiPro_Disciplinary_Action_Report,Employee,CRP - Human Resources
UltiPro_Payroll,Employee Name,CRP - Human Resources
UltiPro_Payroll,Employee Number,CRP - Human Resources
UltiPro_Payroll,Current Status,CRP - Human Resources
UltiPro_Payroll,Job Title,CRP - Human Resources
UltiPro_Payroll,PAU Number,CRP - Human Resources
UltiPro_Payroll,Project,CRP - Human Resources
UltiPro_Payroll,Pay Date,CRP - Human Resources
UltiPro_Payroll,Pay Type,CRP - Human Resources
UltiPro_Payroll,Pay Code,CRP - Human Resources
UltiPro_Payroll,Pay Description,CRP - Human Resources
UltiPro_Payroll,Hours,CRP - Human Resources
UltiPro_Payroll,Employer Amount,CRP - Human Resources
UltiPro_Payroll,Year,CRP - Human Resources
UltiPro_Payroll,PayDescSort,CRP - Human Resources
UltiPro_Payroll,Pay Desc Pay Code Concatenate,CRP - Human Resources
UltiPro_Payroll,Pay Type (groups),CRP - Human Resources
UltiPro_Payroll,Pay Description 1,CRP - Human Resources
UltiPro_Payroll,Pay Description 2,CRP - Human Resources
UltiPro_Payroll,Oracle_Mapping,CRP - Human Resources
UltiPro_Payroll,_Pay Type (groups),CRP - Human Resources
UltiPro_Payroll,_Pay Description (groups),CRP - Human Resources
UltiPro_Payroll,_Pay Desc Pay Code Concatenate,CRP - Human Resources
UltiPro_Payroll,refPayrollAccess,CRP - Human Resources
UltiPro_Payroll,Pay Type Pay DeDesc Pay Code Concatenate,CRP - Human Resources
UltiPro_Payroll,Period Start Date,CRP - Human Resources
UltiPro_Payroll,Period End Date,CRP - Human Resources
UltiPro_Payroll,Pay Code Mapping 4 3 23.Earnings (Stub),CRP - Human Resources
UltiPro_Payroll,Pay Description2,CRP - Human Resources
UltiPro_Payroll,Total Salary,CRP - Human Resources
UltiPro_Payroll,Total Other,CRP - Human Resources
UltiPro_Payroll,Total On Call,CRP - Human Resources
UltiPro_Payroll,Total Additional Pay,CRP - Human Resources
UltiPro_Payroll,Total Bonus,CRP - Human Resources
UltiPro_Payroll,Amount,CRP - Human Resources
UltiPro_Payroll,_Employer Amount Measure Filter,CRP - Human Resources
UltiPro_Payroll,_Slicer Filter,CRP - Human Resources
UltiPro_Payroll,50th P,CRP - Human Resources
UltiPro_Payroll,75th P,CRP - Human Resources
UltiPro_Payroll,Average TC,CRP - Human Resources
UltiPro_Payroll,# Employees,CRP - Human Resources
UltiPro_Payroll,_Test TOP,CRP - Human Resources
UltiPro_Payroll,_TEST,CRP - Human Resources
UltiPro_Payroll,50th P BU,CRP - Human Resources
UltiPro_Payroll,Earnings,CRP - Human Resources
UltiPro_Payroll,YoY Earnings,CRP - Human Resources
UltiPro_Payroll,Earnings YTD,CRP - Human Resources
UltiPro_Payroll,Earnings YTD PY,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,EE ID,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,EE Name,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Status,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Last Hire Date,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Job Title,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Job Family,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Work Environment,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,FLSA Type,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Salary or Hourly,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Full/Part Time,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Scheduled Work Hours,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Hourly Pay Rate,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Salary,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Bonus Type,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Bonus $ or %,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Equity Target Amount,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Salary Grade,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Hourly Minimum,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Hourly Midpoint,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Hourly Maximum,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Minimum,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Midpoint,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Maximum,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Below/In/Above Salary Range (Salary),CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Comp Ratio Ranges,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Comp Ratio,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Below/In/Above Hourly Range,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Salary (bins),CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,refPayrollAccess,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Salary (Sal/Hr),CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Annual Salary Sum,CRP - Human Resources
UltiPro_PediatrixAndObstetrixCompReport,Average Salary,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Employee Number,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,First Name,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Last Name,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Supervisor Employee Number,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,"Supervisor Name (Last Suffix, First MI)",CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Employment Status Code,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Last Hire Date,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Practice,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,PAU,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Location,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Project,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Specialty,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Termination Date,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Employment Type,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Full/Part Time Code,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Job Family,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Job,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Full Name,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Age (Years),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Gender,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Ethnicity,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Age Range,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Tenure,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Years of Service,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Termination Type,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Termination Reason,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Tenure Range,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Full Name_Job Concatenate,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,First Last Name,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Seniority Date,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Job Code,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Scheduled Work Hours,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Pay Frequency,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Home Company Code,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Employee Number RAND,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Termination Date - End of Month,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Oracle_Mapping,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Last Hire Date - copy,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,PAU original,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,PAU_str,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Termination Date - copy,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Practice Type,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Practice Type Group,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Market,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Region,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,State,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Division,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,EmployeeEmail,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,LocationCode,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Business Unit - Copy,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Tenure (Year Months),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Tenure (Months),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Zip Code,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Generation,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Exclude ZZY,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Full Name_Practice Concatenate,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Tenure Days,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Tenure Range 2,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,TenureRangeSort2,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Employees,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,# of Terms,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Avg. HC,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Current Employees,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Terminations,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Average Age,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Average Tenure (Years),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Average Seniority (Years),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,TODAY,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Random Metric,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,_Current Employees,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Hired Employees,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Terminated Employees,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,_Current Employees2,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Current Employees2,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,YoY HC,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate (Market)2,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate (Company)2,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate (Market),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate (Company),CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,FTE,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate Voluntary,CRP - Human Resources
UltiPro_PediatrixAndObstetrixReport,Turnover Rate Involuntary,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Talent_Acquisition,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Hiring_Manager,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Requisition_ID,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Job_Title,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Person_Full_Name_No_Link,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Clinical_Position_Type,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Market_Director,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Practice_Name,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Location_Name,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Status,CRP - Human Resources
vw_iCIMS_Closed_Req_Report,Proposed_Start_Date,CRP - Human Resources
